queueRank,status,submitted,company,role,fitTier,companyType,jobDomain,domainResume,location,applicationUrl,folder,resumePath,trackerNote
248,not_fit,,SpaceX,Software Engineer (Starship),medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Hawthorne, CA",https://jobright.ai/jobs/info/6a1de66e6b135014dbc9939b?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0248__SpaceX__Software_Engineer_Starship,ng_applications/0248__SpaceX__Software_Engineer_Starship/Yuanbo_Pang_Resume.pdf,"SpaceX non-new-grad/specialized role from Jobright, outside current 2026 Winter NG small/startup application target and likely subject to SpaceX export/ITAR hiring constraints. Screened out before applying."
249,not_fit,,SpaceX,"Software Engineer, Collision Avoidance (Starshield)",medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Hawthorne, CA",https://jobright.ai/jobs/info/6a21f652c00e701fe837227e?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0249__SpaceX__Software_Engineer_Collision_Avoidance_Starshield,ng_applications/0249__SpaceX__Software_Engineer_Collision_Avoidance_Starshield/Yuanbo_Pang_Resume.pdf,"SpaceX non-new-grad/specialized role from Jobright, outside current 2026 Winter NG small/startup application target and likely subject to SpaceX export/ITAR hiring constraints. Screened out before applying."
250,not_fit,,SpaceX,"Software Engineer, Design Software (Starship)",medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Hawthorne, CA",https://jobright.ai/jobs/info/6a1e72c8b61b2c65b37abab0?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0250__SpaceX__Software_Engineer_Design_Software_Starship,ng_applications/0250__SpaceX__Software_Engineer_Design_Software_Starship/Yuanbo_Pang_Resume.pdf,"SpaceX non-new-grad/specialized role from Jobright, outside current 2026 Winter NG small/startup application target and likely subject to SpaceX export/ITAR hiring constraints. Screened out before applying."
251,not_fit,,SpaceX,"Software Engineer, Simulations (Application Software)",medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Hawthorne, CA",https://jobright.ai/jobs/info/69cc82418130af1ac833a1de?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0251__SpaceX__Software_Engineer_Simulations_Application_Software,ng_applications/0251__SpaceX__Software_Engineer_Simulations_Application_Software/Yuanbo_Pang_Resume.pdf,"SpaceX non-new-grad/specialized role from Jobright, outside current 2026 Winter NG small/startup application target and likely subject to SpaceX export/ITAR hiring constraints. Screened out before applying."
252,not_fit,,SpaceX,"Software Engineer, Telemetry (Starlink)",medium,Startup / small-to-mid company,Backend / full-stack software,backend,"Hawthorne, CA",https://jobright.ai/jobs/info/69c3770f94007a2195dff5f2?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0252__SpaceX__Software_Engineer_Telemetry_Starlink,ng_applications/0252__SpaceX__Software_Engineer_Telemetry_Starlink/Yuanbo_Pang_Resume.pdf,"SpaceX non-new-grad/specialized role from Jobright, outside current 2026 Winter NG small/startup application target and likely subject to SpaceX export/ITAR hiring constraints. Screened out before applying."
253,ready,,Spot & Tango,Jr. Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"New York, NY",https://www.spotandtango.com/careers?gh_jid=4620638005&utm_source=vansh&ref=vansh,ng_applications/0253__Spot_Tango__Jr._Software_Engineer,ng_applications/0253__Spot_Tango__Jr._Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
254,ready,,Stamp,Founding Full Stack Engineer 🇺🇸,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://www.workatastartup.com/jobs/82876?utm_source=vansh,ng_applications/0254__Stamp__Founding_Full_Stack_Engineer,ng_applications/0254__Stamp__Founding_Full_Stack_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
255,ready,,Stamp,Founding Machine Learning Engineer 🇺🇸,medium,Startup / venture-backed company,AI/ML / applied AI,ai_ml,"San Francisco, CA",https://www.workatastartup.com/jobs/82877?utm_source=vansh,ng_applications/0255__Stamp__Founding_Machine_Learning_Engineer,ng_applications/0255__Stamp__Founding_Machine_Learning_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
256,ready,,Stamp (W25),Founding Mobile Engineer 🇺🇸,medium,Startup / venture-backed company,Mobile,mobile,"San Francisco, CA",https://www.workatastartup.com/jobs/82875?utm_source=vansh,ng_applications/0256__Stamp_W25__Founding_Mobile_Engineer,ng_applications/0256__Stamp_W25__Founding_Mobile_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
257,not_fit,,Stepful,Staff Software Engineer 1 - L6,medium,Startup / venture-backed company,Backend / full-stack software,backend,New York City,https://jobs.ashbyhq.com/stepful/1bcc5add-aebd-46c8-8bcc-3bcf60dda70e,ng_applications/0257__Stepful__Staff_Software_Engineer_1_-_L6,ng_applications/0257__Stepful__Staff_Software_Engineer_1_-_L6/Yuanbo_Pang_Resume.pdf,"Role is Staff Software Engineer 1 - L6, not new-grad/junior target; screened out during direct-link triage before applying."
258,not_fit,,STR,Associate Software Engineer,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"San Diego, CA",https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4683365006,ng_applications/0258__STR__Associate_Software_Engineer,ng_applications/0258__STR__Associate_Software_Engineer/Yuanbo_Pang_Resume.pdf,STR role is at defense/government research contractor context; likely clearance/export-control sensitive. Screened out before applying.
259,ready,,Strac,Full Stack Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"Seattle, WA Austin, TX",https://wellfound.com/l/2BpbUc?utm_source=vansh,ng_applications/0259__Strac__Full_Stack_Engineer,ng_applications/0259__Strac__Full_Stack_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
260,ready,,Sumitomo Electric,Quality Assurance Engineer,medium,Startup / small-to-mid company,QA / test / validation,qa,"San Marcos, CA",https://jobright.ai/jobs/info/6a244297dedf78312c7ae36d?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0260__Sumitomo_Electric__Quality_Assurance_Engineer,ng_applications/0260__Sumitomo_Electric__Quality_Assurance_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
261,ready,,Sureify,Demo Engineer,medium,Startup / small-to-mid company,General software / IT,backend,US- Remote,https://jobright.ai/jobs/info/6a1e1eb73e538a28c204e407?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0261__Sureify__Demo_Engineer,ng_applications/0261__Sureify__Demo_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
262,ready,,Taro,Founding Software Engineer 🇺🇸,medium,Startup / venture-backed company,Backend / full-stack software,backend,"Palo Alto, CA",https://www.workatastartup.com/jobs/83287?utm_source=vansh,ng_applications/0262__Taro__Founding_Software_Engineer,ng_applications/0262__Taro__Founding_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
263,ready,,Tencent,Junior IT Operation Engineer,medium,Startup / small-to-mid company,General software / IT,backend,"US-California-Palo Alto, US",https://jobright.ai/jobs/info/6a1e8f37dce5db1256d0f18f?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0263__Tencent__Junior_IT_Operation_Engineer,ng_applications/0263__Tencent__Junior_IT_Operation_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
264,ready,,Thera,Founding Engineer,medium,Startup / venture-backed company,General software / IT,backend,Remote,https://www.workatastartup.com/jobs/86044?utm_source=vansh,ng_applications/0264__Thera__Founding_Engineer,ng_applications/0264__Thera__Founding_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
265,ready,,Thera,Founding Engineer 🇺🇸,medium,Startup / venture-backed company,General software / IT,backend,"New York, NY",https://www.workatastartup.com/jobs/85422?utm_source=vansh,ng_applications/0265__Thera__Founding_Engineer,ng_applications/0265__Thera__Founding_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
266,ready,,TrueBuilt,Founding Engineer,medium,Startup / venture-backed company,Frontend / web / UI,frontend,Remote in USA,https://job-boards.greenhouse.io/applytotruebuilt/jobs/4588866004?utm_source=Simplify&ref=Simplify,ng_applications/0266__TrueBuilt__Founding_Engineer,ng_applications/0266__TrueBuilt__Founding_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
267,needs_recheck,,Unlimited,Software Engineer - Junior,medium,Startup / venture-backed company,Backend / full-stack software,backend,San Francisco,https://jobs.ashbyhq.com/unlimitedindustries/5c5706fe-26ae-46d6-8423-e4721a5a98fc,ng_applications/0267__Unlimited__Software_Engineer_-_Junior,ng_applications/0267__Unlimited__Software_Engineer_-_Junior/Yuanbo_Pang_Resume.pdf,Unlimited Ashby form partially filled; visa sponsorship options do not match user profile. No option for OPT/STEM OPT with no employer sponsorship needed; available choices force either citizen/green card or OPT requiring H-1B. Do not submit without manual decision.
268,ready,,Valon,Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,New York,https://jobright.ai/jobs/info/6a1a7e6ae24ef3652582bc49?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0268__Valon__Software_Engineer,ng_applications/0268__Valon__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
269,ready,,Vituity,Software Engineer I - Remote - Nationwide,medium,Startup / small-to-mid company,Backend / full-stack software,backend,United States,https://jobright.ai/jobs/info/6a07013324dcb03739f1d5c2?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0269__Vituity__Software_Engineer_I_-_Remote_-_Nationwide,ng_applications/0269__Vituity__Software_Engineer_I_-_Remote_-_Nationwide/Yuanbo_Pang_Resume.pdf,previously verified live link
270,ready,,Wanderlog,Full-Stack Software Engineer 🇺🇸,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA Remote",https://www.workatastartup.com/jobs/86703?utm_source=vansh,ng_applications/0270__Wanderlog__Full-Stack_Software_Engineer,ng_applications/0270__Wanderlog__Full-Stack_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
271,ready,,Warp,Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,Remote,https://job-boards.greenhouse.io/warp/jobs/4324888004?utm_source=vansh,ng_applications/0271__Warp__Software_Engineer,ng_applications/0271__Warp__Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
272,ready,,WD,Software Engineer (Apps & Firmware),medium,Startup / small-to-mid company,Backend / full-stack software,backend,"San Jose, CA",https://jobright.ai/jobs/info/6a0661b5a88ea73abf7fb467?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0272__WD__Software_Engineer_Apps_Firmware,ng_applications/0272__WD__Software_Engineer_Apps_Firmware/Yuanbo_Pang_Resume.pdf,previously verified live link
273,ready,,Worldscape,"Game Engine Engineer, Platform",medium,Startup / venture-backed company,Infrastructure / platform / SRE / DevOps,infra,"Redmond, WA",https://jobright.ai/jobs/info/6a040f2f22395b6dc6d99b92?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0273__Worldscape__Game_Engine_Engineer_Platform,ng_applications/0273__Worldscape__Game_Engine_Engineer_Platform/Yuanbo_Pang_Resume.pdf,previously verified live link
274,ready,,Worldscape,"Game Engine Engineer, Platform",medium,Startup / venture-backed company,Infrastructure / platform / SRE / DevOps,infra,"Redmond, Washington",https://jobright.ai/jobs/info/6a0263bffa1aa73213d99f9b?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0274__Worldscape__Game_Engine_Engineer_Platform,ng_applications/0274__Worldscape__Game_Engine_Engineer_Platform/Yuanbo_Pang_Resume.pdf,previously verified live link
275,ready,,Yotta Labs,Research Engineer - Decentralized AI Systems,medium,Startup / venture-backed company,AI/ML / applied AI,ai_ml,Remote,https://jobs.ashbyhq.com/yotta/b5202314-91e1-4940-b8a1-9be0e02d1db5?utm_source=vansh,ng_applications/0275__Yotta_Labs__Research_Engineer_-_Decentralized_AI_Systems,ng_applications/0275__Yotta_Labs__Research_Engineer_-_Decentralized_AI_Systems/Yuanbo_Pang_Resume.pdf,previously verified live link
276,ready,,YouLearn,Founding Engineer (Full Stack) 🇺🇸,medium,Startup / venture-backed company,Backend / full-stack software,backend,"San Francisco, CA",https://www.workatastartup.com/jobs/81292?utm_source=vansh,ng_applications/0276__YouLearn__Founding_Engineer_Full_Stack,ng_applications/0276__YouLearn__Founding_Engineer_Full_Stack/Yuanbo_Pang_Resume.pdf,previously verified live link
277,ready,,Zapier,"Software Engineer, Backend-leaning Full Stack or Backend",medium,Startup / venture-backed company,Backend / full-stack software,backend,Remote,https://jobs.ashbyhq.com/zapier/63b14a57-064a-4617-bb8c-4a67c860e1e6?utm_source=vansh,ng_applications/0277__Zapier__Software_Engineer_Backend-leaning_Full_Stack_or_Backend,ng_applications/0277__Zapier__Software_Engineer_Backend-leaning_Full_Stack_or_Backend/Yuanbo_Pang_Resume.pdf,previously verified live link
278,ready,,ZEDEDA,"Software Engineer - Core team - San Jose, CA",medium,Startup / small-to-mid company,Backend / full-stack software,backend,"San Jose, CA",https://jobright.ai/jobs/info/6a236d79757ade085b6ae206?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0278__ZEDEDA__Software_Engineer_-_Core_team_-_San_Jose_CA,ng_applications/0278__ZEDEDA__Software_Engineer_-_Core_team_-_San_Jose_CA/Yuanbo_Pang_Resume.pdf,previously verified live link
279,ready,,ZOLL Cardiac Management Solutions,Test Development Engineer,medium,Startup / small-to-mid company,QA / test / validation,qa,"Deerfield, WI, US",https://jobright.ai/jobs/info/6a20a40a4bdf8a5a96bd214c?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0279__ZOLL_Cardiac_Management_Solutions__Test_Development_Engineer,ng_applications/0279__ZOLL_Cardiac_Management_Solutions__Test_Development_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
280,not_fit,,Zone 5 Technologies,Embedded Software Engineer I/II,medium,Startup / small-to-mid company,Backend / full-stack software,backend,"San Luis Obispo, California",https://job-boards.greenhouse.io/zone5technologies/jobs/5209498008,ng_applications/0280__Zone_5_Technologies__Embedded_Software_Engineer_III,ng_applications/0280__Zone_5_Technologies__Embedded_Software_Engineer_III/Yuanbo_Pang_Resume.pdf,Zone 5 Technologies embedded role is defense/UAS-adjacent and likely export-control sensitive; outside current safe OPT no-sponsor target. Screened out before applying.
281,ready,,10Beauty,Embedded Software Engineer,medium,Startup / venture-backed company,Backend / full-stack software,backend,"Burlington, MA",https://jobright.ai/jobs/info/6a18a462abc8f63abac7afee?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0281__10Beauty__Embedded_Software_Engineer,ng_applications/0281__10Beauty__Embedded_Software_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
282,ready,,"ACES, Incorporated",Junior Engineer,medium,Startup / small-to-mid company,General software / IT,backend,"Annapolis Junction, MD, US",https://jobright.ai/jobs/info/6a210795902d19201c7b5d80?utm_campaign=Software%20Engineering&utm_source=1103,ng_applications/0282__ACES_Incorporated__Junior_Engineer,ng_applications/0282__ACES_Incorporated__Junior_Engineer/Yuanbo_Pang_Resume.pdf,previously verified live link
